Path,Label
fish-speech-new/Morocco/bonafied/original_19037_3.wav,0
fish-speech-new/Algeria/bonafied/original_14239_1.wav,0
fish-speech-new/Egypt/bonafied/original_1018_1.wav,0
fish-speech-new/Morocco/bonafied/original_17563_1.wav,0
fish-speech-new/Morocco/bonafied/original_19004_1.wav,0
fish-speech-new/Egypt/bonafied/original_78_5.wav,0
fish-speech-new/Mauritania/bonafied/original_69277_1.wav,0
fish-speech-new/Jordan/bonafied/original_7285_1.wav,0
fish-speech-new/Morocco/bonafied/original_15585_2.wav,0
fish-speech-new/Mauritania/bonafied/original_68598_1.wav,0
fish-speech-new/Yemen/bonafied/original_45319_1.wav,0
fish-speech-new/Algeria/bonafied/original_13151_1.wav,0
fish-speech-new/Mauritania/bonafied/original_59358_1.wav,0
fish-speech-new/Jordan/bonafied/original_39190_1.wav,0
fish-speech-new/Yemen/bonafied/original_20028_1.wav,0
fish-speech-new/Algeria/bonafied/original_12538_1.wav,0
fish-speech-new/Palestine/bonafied/original_48653_1.wav,0
fish-speech-new/Yemen/bonafied/original_79155_1.wav,0
fish-speech-new/UAE/bonafied/original_33266_4.wav,0
fish-speech-new/UAE/bonafied/original_33695_1.wav,0
fish-speech-new/Egypt/bonafied/original_5871_1.wav,0
fish-speech-new/Egypt/bonafied/original_5819_1.wav,0
fish-speech-new/Mauritania/bonafied/original_61183_1.wav,0
fish-speech-new/UAE/bonafied/original_44089_1.wav,0
fish-speech-new/UAE/bonafied/original_33331_3.wav,0
fish-speech-new/Jordan/bonafied/original_40554_1.wav,0
fish-speech-new/Jordan/bonafied/original_39160_1.wav,0
fish-speech-new/Algeria/bonafied/original_11974_1.wav,0
fish-speech-new/Palestine/bonafied/original_48343_1.wav,0
fish-speech-new/Egypt/bonafied/original_4519_1.wav,0
fish-speech-new/Yemen/bonafied/original_79550_3.wav,0
fish-speech-new/Jordan/bonafied/original_10120_1.wav,0
fish-speech-new/Yemen/bonafied/original_79097_1.wav,0
fish-speech-new/Jordan/bonafied/original_8126_1.wav,0
fish-speech-new/Egypt/bonafied/original_4571_3.wav,0
fish-speech-new/Morocco/bonafied/original_15297_2.wav,0
fish-speech-new/Egypt/bonafied/original_4614_4.wav,0
fish-speech-new/Morocco/bonafied/original_19281_1.wav,0
fish-speech-new/Yemen/bonafied/original_46239_1.wav,0
fish-speech-new/Palestine/bonafied/original_50280_1.wav,0
fish-speech-new/UAE/bonafied/original_32713_3.wav,0
fish-speech-new/Palestine/bonafied/original_46385_1.wav,0
fish-speech-new/Algeria/bonafied/original_11592_2.wav,0
fish-speech-new/Yemen/bonafied/original_19593_2.wav,0
fish-speech-new/Morocco/bonafied/original_54319_2.wav,0
fish-speech-new/Mauritania/bonafied/original_68496_2.wav,0
fish-speech-new/Egypt/bonafied/original_2152_1.wav,0
fish-speech-new/Egypt/bonafied/original_3246_2.wav,0
fish-speech-new/Mauritania/bonafied/original_65663_2.wav,0
fish-speech-new/Algeria/bonafied/original_12968_2.wav,0
fish-speech-new/Palestine/bonafied/original_46654_1.wav,0
fish-speech-new/Jordan/bonafied/original_40239_1.wav,0
fish-speech-new/Mauritania/bonafied/original_68271_1.wav,0
fish-speech-new/Jordan/bonafied/original_40492_1.wav,0
fish-speech-new/Mauritania/bonafied/original_65164_1.wav,0
fish-speech-new/Egypt/bonafied/original_5304_1.wav,0
fish-speech-new/Jordan/bonafied/original_10918_1.wav,0
fish-speech-new/Algeria/bonafied/original_12981_1.wav,0
fish-speech-new/Egypt/bonafied/original_464_1.wav,0
fish-speech-new/Jordan/bonafied/original_8947_2.wav,0
fish-speech-new/Egypt/bonafied/original_3511_1.wav,0
fish-speech-new/Morocco/bonafied/original_15394_1.wav,0
fish-speech-new/Mauritania/bonafied/original_67537_4.wav,0
fish-speech-new/Yemen/bonafied/original_79121_2.wav,0
fish-speech-new/UAE/bonafied/original_43165_1.wav,0
fish-speech-new/Egypt/bonafied/original_5205_6.wav,0
fish-speech-new/Morocco/bonafied/original_18746_2.wav,0
fish-speech-new/Yemen/bonafied/original_46315_2.wav,0
fish-speech-new/Jordan/bonafied/original_40927_1.wav,0
fish-speech-new/Egypt/bonafied/original_4647_1.wav,0
fish-speech-new/Algeria/bonafied/original_13461_3.wav,0
fish-speech-new/Algeria/bonafied/original_13755_1.wav,0
fish-speech-new/Morocco/bonafied/original_18876_1.wav,0
fish-speech-new/UAE/bonafied/original_33442_1.wav,0
fish-speech-new/Yemen/bonafied/original_78566_3.wav,0
fish-speech-new/Palestine/bonafied/original_47121_1.wav,0
fish-speech-new/Egypt/bonafied/original_714_1.wav,0
fish-speech-new/Mauritania/bonafied/original_64810_3.wav,0
fish-speech-new/Mauritania/bonafied/original_67714_1.wav,0
fish-speech-new/Algeria/bonafied/original_13798_1.wav,0
fish-speech-new/Jordan/bonafied/original_39538_1.wav,0
fish-speech-new/Jordan/bonafied/original_9526_1.wav,0
fish-speech-new/Egypt/bonafied/original_6026_4.wav,0
fish-speech-new/Egypt/bonafied/original_3265_2.wav,0
fish-speech-new/Egypt/bonafied/original_4375_1.wav,0
fish-speech-new/Algeria/bonafied/original_11513_2.wav,0
fish-speech-new/Jordan/bonafied/original_40211_1.wav,0
fish-speech-new/Mauritania/bonafied/original_68838_1.wav,0
fish-speech-new/Morocco/bonafied/original_57607_3.wav,0
fish-speech-new/Egypt/bonafied/original_6306_9.wav,0
fish-speech-new/Morocco/bonafied/original_15394_2.wav,0
fish-speech-new/UAE/bonafied/original_35087_1.wav,0
fish-speech-new/Mauritania/bonafied/original_61534_1.wav,0
fish-speech-new/Palestine/bonafied/original_48283_1.wav,0
fish-speech-new/Yemen/bonafied/original_44538_1.wav,0
fish-speech-new/Jordan/bonafied/original_7631_1.wav,0
fish-speech-new/Egypt/bonafied/original_5881_1.wav,0
fish-speech-new/Palestine/bonafied/original_48258_1.wav,0
fish-speech-new/Egypt/bonafied/original_71_2.wav,0
fish-speech-new/Jordan/bonafied/original_40421_1.wav,0
fish-speech-new/Egypt/bonafied/original_5025_2.wav,0
fish-speech-new/Morocco/bonafied/original_18481_2.wav,0
fish-speech-new/Jordan/bonafied/original_40354_1.wav,0
fish-speech-new/Algeria/bonafied/original_11773_1.wav,0
fish-speech-new/Jordan/bonafied/original_39604_1.wav,0
fish-speech-new/Egypt/bonafied/original_5789_1.wav,0
fish-speech-new/Egypt/bonafied/original_4172_1.wav,0
fish-speech-new/Palestine/bonafied/original_48838_1.wav,0
fish-speech-new/Palestine/bonafied/original_46781_3.wav,0
fish-speech-new/Morocco/bonafied/original_16423_4.wav,0
fish-speech-new/Yemen/bonafied/original_44595_1.wav,0
fish-speech-new/Mauritania/bonafied/original_68499_1.wav,0
fish-speech-new/Mauritania/bonafied/original_63734_3.wav,0
fish-speech-new/Jordan/bonafied/original_40392_1.wav,0
fish-speech-new/Palestine/bonafied/original_46857_2.wav,0
fish-speech-new/Morocco/bonafied/original_18916_1.wav,0
fish-speech-new/Palestine/bonafied/original_47664_3.wav,0
fish-speech-new/Yemen/bonafied/original_78230_1.wav,0
fish-speech-new/Morocco/bonafied/original_19378_2.wav,0
fish-speech-new/Morocco/bonafied/original_57502_1.wav,0
fish-speech-new/Egypt/bonafied/original_2869_3.wav,0
fish-speech-new/Egypt/bonafied/original_3128_1.wav,0
fish-speech-new/Egypt/bonafied/original_6026_1.wav,0
fish-speech-new/Yemen/bonafied/original_45292_1.wav,0
fish-speech-new/Morocco/bonafied/original_56790_2.wav,0
fish-speech-new/UAE/bonafied/original_42068_2.wav,0
fish-speech-new/Egypt/bonafied/original_2503_1.wav,0
fish-speech-new/UAE/bonafied/original_42133_2.wav,0
fish-speech-new/Yemen/bonafied/original_79498_2.wav,0
fish-speech-new/Egypt/bonafied/original_3807_2.wav,0
fish-speech-new/Algeria/bonafied/original_12103_1.wav,0
fish-speech-new/Jordan/bonafied/original_10093_1.wav,0
